relation_id,activator,receptor,relation_Bbox,relation_type,fig_id,fig_name,fig_file,height,width,fig_title,fig_caption,review_status,fig_path,reviewer_name
6698, P85,Akt/,"356,163,54.99999999999998,107.99999999999997",activate_relation,625,PMC3502787__CHRP2012-817304.002.jpg,,336,600,test,test,1,static/imgs/validation/,Stuart
3791,ATM,SER15,"584.0364379883,197.7274932861,48.362121582,44.6849060059",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
3792,OH,PKCdelta,"302.7699584961,124.3165588379,90.0036315918,46.2559204102",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
3793,PKCdelta,P21,"140.7679290771,189.1813049316,112.3889465332,64.1929168701",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
3794,NAG-1,APOPTOSIS,"402.128112793,292.1985168457,93.7663269043,144.324432373",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
3795,P53,APOPTOSIS,"536.3487548828,300.7781066895,98.5251464844,152.5407104492",inhibit_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
6289,PKCdelta,NAG-1,"252,172,164,107",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
6290,P21,PROLIFERATION,"116,271,191,209",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
6291,OH,ATM,"381,94,199,87",activate_relation,653,PMC2988105__nihms224319f6.jpg,,507,800,test,test,1,static/imgs/validation/,Joshua
3802, AKT,NFKB,"313.6442260742,183.318145752,51.8139343262,11.7057647705",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6421, AKT, AKT,"371,121,12.99999999999997,71.00000000000004",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6422, AKT,NFKB,"280,185.00000000000003,104,7.000000000000018",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6423,NFKB,BcL2,"183,183,119.99999999999996,9.00000000000003",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6424,NFKB,bcl-x,"178,185.00000000000003,124.99999999999997,37.000000000000014",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6663,apoptosome complex,executioner caspases,"73,243,128,77.00000000000003",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6664,executioner caspases,apoptosis,"73,305,128,59.999999999999964",activate_relation,655,PMC3068308__PRI2011-620601.004.jpg,,367,465,test,test,1,static/imgs/validation/,Ziting
6126,CRK,RAC1,"26,199,167,129.00",activate_relation,661,PMC2172299__200312013f8.jpg,,502,720,test,test,1,static/imgs/validation/,Stuart
6127,PY861,RAC1,"119,205,182.99999999999997,123.00000000000003",activate_relation,661,PMC2172299__200312013f8.jpg,,502,720,test,test,1,static/imgs/validation/,Stuart
6128,RAC1,Integrin-mediated Cell Motility,"45,304,228,179",activate_relation,661,PMC2172299__200312013f8.jpg,,502,720,test,test,1,static/imgs/validation/,Stuart
6129,RAC1,Plasma Membrane Dynamics,"119,142.00000000000003,243.00000000000006,323",activate_relation,661,PMC2172299__200312013f8.jpg,,502,720,test,test,1,static/imgs/validation/,Stuart
6130,Plasma Membrane Dynamics,N-Cadherin Adhesion,"320.00000000000006,142.00000000000003,147.99999999999997,323",activate_relation,661,PMC2172299__200312013f8.jpg,,502,720,test,test,1,static/imgs/validation/,Stuart
6131,N-Cadherin Adhesion,Plasma Membrane Dynamics,"320.00000000000006,142.00000000000003,147.99999999999997,323",activate_relation,661,PMC2172299__200312013f8.jpg,,502,720,test,test,1,static/imgs/validation/,Stuart
3980,CHK1,CDC25C,"370.8927001953,292.1018371582,20.7059020996,45.9709472656",inhibit_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
3983,GL,PH2AX,"196.5309906006,56.1704673767,14.055770874,55.1588554382",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
3985,ATM,CHK1,"374.0815734863,181.1275482178,15.0723266602,64.2520904541",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
3986,PH2AX,ATM,"222.3735198975,116.5505599976,96.1256256104,25.8461074829",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
6425, NAC,PH2AX,"142,13,207,148",inhibit_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
6426,ATM,PH2AX,"142,150,278,13",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
6427,p-CDK,CDK1,"169,385,423,14",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
6428,p-CDK,G2,"25,385,201,94",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
6665,ATM,apoptosis,"86,150,334,149",activate_relation,681,PMC4826221__oncotarget-07-4490-g009.jpg,,488,650,test,test,1,static/imgs/validation/,Ziting
4194,RAF,MEK1/2,"81.1409835815,584.7219238281,22.1381912231,54.2743530273",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6300,PIP3,PLCR,"370,29,144.99999999999994,119",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6301,PLCR,PIP2,"370,134,92.99999999999997,118.00000000000003",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6302,PIP2, PKC,"320.99999999999994,239,142.00000000000003,117.99999999999997",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6303, PKC,MEK1/2,"73,343,287.99999999999994,328.00000000000006",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6304,ERK1/2, AKT,"154,761,154.99999999999997,121.99999999999996",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6305,PIP3, AKT,"290,29,224.99999999999994,854",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6306,PLCR, PKC,"320.99999999999994,134,94.00000000000001,223",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6307,PKA, AKT,"272,448,39.99999999999998,434.9999999999999",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6308, PKC,RAF,"83,343,277.99999999999994,224.99999999999994",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6309,PKA,RAF,"83,448,228.99999999999994,119.99999999999993",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6676,PIP3,PIP2,"420,29,94.99999999999999,223",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6677, PKC,PKA,"272,343,88.99999999999997,118.00000000000004",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6678, PKC,P38,"320.99999999999994,343,94.00000000000001,228",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6679, PKC,JNK,"320.99999999999994,343,247.99999999999994,223",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6680,PKA,MEK1/2,"73,448,238.99999999999994,223",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6681,PKA,ERK1/2,"154,448,157.99999999999994,326.99999999999994",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6682,PKA,P38,"272,448,143,123.00",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6683,PKA,JNK,"272,448,296.99999999999994,117.99999999999997",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
6684,MEK1/2,ERK1/2,"73,658,137.00000000000003,116.99999999999996",activate_relation,724,PMC3233205__nihms323230f1.jpg,,912,654,test,test,1,static/imgs/validation/,Joshua
4403,GULP,DYN-1,"566.3726806641,350.8733825684,26.6893310547,50.6578369141",activate_relation,760,PMC3521709__pgen.1003115.g001.jpg,,645,656,test,test,1,static/imgs/validation/,mihail
4404,ABC1, CED-1,"566.7597045898,86.7485961914,26.5413818359,40.7613983154",activate_relation,760,PMC3521709__pgen.1003115.g001.jpg,,645,656,test,test,1,static/imgs/validation/,mihail
4405,MEGF10, CED-6,"567.2051391602,223.542678833,26.3120727539,34.7098846436",activate_relation,760,PMC3521709__pgen.1003115.g001.jpg,,645,656,test,test,1,static/imgs/validation/,mihail
5918,DOCK180,CED-10,"168,181,156.00000000000003,122.00000000000003",activate_relation,760,PMC3521709__pgen.1003115.g001.jpg,,645,656,test,test,1,static/imgs/validation/,mihail
6328,CRKII,CED-10,"247,46,77.00000000000001,257.00000000000006",activate_relation,760,PMC3521709__pgen.1003115.g001.jpg,,645,656,test,test,1,static/imgs/validation/,mihail
6329,CRKII,CED-5,"186.00000000000003,46,123,127",activate_relation,760,PMC3521709__pgen.1003115.g001.jpg,,645,656,test,test,1,static/imgs/validation/,mihail
4407,GM6001,MMP-9,"336.0461730957,258.0925598145,26.8577880859,38.7177124023",inhibit_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
4408,MG132, NF-KB,"139.466583252,191.5219421387,31.850479126,18.9061431885",inhibit_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
4409, NF-KB,IKB-A,"87.6698913574,181.9217071533,50.672454834,29.3901672363",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
6137, NF-KB, NF-KB,"109,165,50.000000000000014,80.00000000000003",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
6138, NF-KB, NF-KB,"109,230,48.99999999999999,83.99999999999997",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
6139,MMP-9,MMP-9,"221,256,151.99999999999997,57.99999999999998",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
6140, NF-KB,MMP-9,"117,256,150.00000000000003,57.99999999999998",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
6141,MMP-9,Infiltrated Leukocyte,"328,303,320,60.000000000000036",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
6142,Tight junction,Claudin-5 segments,"308,11.000000000000002,341.00000000000006,114",activate_relation,761,PMC3591436__pone.0053370.g006.jpg,,512,652,test,test,1,static/imgs/validation/,Stuart
4437,SMO,GLI,"180.5280151367,156.6572113037,229.9795227051,256.1566772461",activate_relation,766,PMC6820189__10.1177_1559325819885293-fig2.jpg,,713,660,test,test,1,static/imgs/validation/,Ziting
6437,GLI,GLIACT,"117,423,408.9999999999999,34.000000000000014",activate_relation,766,PMC6820189__10.1177_1559325819885293-fig2.jpg,,713,660,test,test,1,static/imgs/validation/,Ziting
4542,JNK, AP-1,"318.3922119141,219.172164917,20.2215881348,96.2025299072",activate_relation,779,PMC5037850__ijms-17-01585-g001.jpg,,832,696,test,test,1,static/imgs/validation/,Ziting
6438, AP-1,FAS,"303,346.99999999999994,323,18.000000000000014",activate_relation,779,PMC5037850__ijms-17-01585-g001.jpg,,832,696,test,test,1,static/imgs/validation/,Ziting
6439,JNK,BCL,"75,177.00000000000003,282.00000000000006,96.99999999999997",activate_relation,779,PMC5037850__ijms-17-01585-g001.jpg,,832,696,test,test,1,static/imgs/validation/,Ziting
6666,caspase3,cell death,"237,555,160,199.00",activate_relation,779,PMC5037850__ijms-17-01585-g001.jpg,,832,696,test,test,1,static/imgs/validation/,Ziting
6667,cytochrome c,caspase3,"262,454,219.00000000000006,138.00000000000003",activate_relation,779,PMC5037850__ijms-17-01585-g001.jpg,,832,696,test,test,1,static/imgs/validation/,Ziting
4558,LYM,IFN-Y,"340.0549316406,734.9065551758,43.846282959,69.2621459961",activate_relation,782,PMC4057701__ijms-15-07711f2.jpg,,1305,787,test,test,1,static/imgs/validation/,Joshua
4559, NF-KB, IL-12,"301.250579834,295.7521972656,77.1332397461,186.0369262695",activate_relation,782,PMC4057701__ijms-15-07711f2.jpg,,1305,787,test,test,1,static/imgs/validation/,Joshua
4560,TRIF, NF-KB,"341.5880126953,165.5416107178,115.6141967773,152.5125274658",activate_relation,782,PMC4057701__ijms-15-07711f2.jpg,,1305,787,test,test,1,static/imgs/validation/,Joshua
6317, IL-12,LYM,"320,484,87.00000000000001,201.00000000000003",activate_relation,782,PMC4057701__ijms-15-07711f2.jpg,,1305,787,test,test,1,static/imgs/validation/,Joshua
6501,IFN-Y,Hepatic granulomas,"175.00000000000003,814,367.99999999999994,479",activate_relation,782,PMC4057701__ijms-15-07711f2.jpg,,1305,787,test,test,1,static/imgs/validation/,Joshua
4582,IGF-1,IGF-1R,"335.9219360352,376.2900390625,30.4887390137,50.4446411133",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
4583,ATM,IGF-1,"336.7342529297,272.5973510742,28.9217529297,48.6117553711",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
4584,EGR-1,SCLU,"337.2862854004,698.5745849609,29.9034118652,50.630859375",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6245,AAI,ATM,"114,228,271.99999999999994,33.99999999999999",inhibit_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6246,AG1024,IGF-1R,"4,438,413,34.999999999999964",inhibit_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6536,IGF-1R,MAPK PATHWAY,"204,441,291.00000000000006,145.00000000000003",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6537,MAPK PATHWAY,EGR-1,"204,537,291.00000000000006,155",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6538,SCLU,"CELLULAR SENESCENCE (RS, SIPS)","299,228,461.9999999999999,563",inhibit_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6539,EXPOSED TELOMERE,ATM,"308,1,273.00000000000006,261",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6540,EXPOSED TELOMERE,"CELLULAR SENESCENCE (RS, SIPS)","407,1,353.99999999999994,385",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6541,PERSISTENT DNA  DAMAGE,"CELLULAR SENESCENCE (RS, SIPS)","64,1,696.9999999999999,385",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
6542,PERSISTENT DNA  DAMAGE,ATM,"64,1,322,261",activate_relation,784,PMC4061041__pone.0099983.g006.jpg,,795,765,test,test,1,static/imgs/validation/,Yijie
4645,JNK.P38,FOXP3,"300.976348877,184.0587615967,90.2027893066,81.6053924561",inhibit_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
4647,FOXP3,ITREG,"452.7989807129,289.0950622559,56.526550293,22.9767150879",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
4650,RORYT,TH17,"453.8264770508,133.4199523926,57.3575744629,23.4808959961",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
4652,FOXP3,RORYT,"397.0348815918,188.3583679199,21.3253173828,68.535369873",inhibit_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6344,TGF-beta,TGF-beta RI II,"7,126,151.00000000000003,92.00000000000001",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6345,TGF-beta,TGF-beta RI II,"7,205,151.00000000000003,102",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6346,TGF-beta RI II,SMAD 7,"104,126,181.00000000000003,15.00000000000001",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6347,TGF-beta RI II,SMAD 2/3,"107,282,186.00000000000006,25",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6348,SMAD 2/3,FOXP3,"238,282,182.99999999999997,31.000000000000007",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6349,SMAD 7,RORYT,"240.00000000000006,126,181.00000000000003,31.99999999999999",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6350,IL-6,TGF-beta RI II,"103,7,55.000000000000014,134.00000000000003",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
6555,IL-2,Boy,"103,327,33.99999999999999,78.99999999999999",activate_relation,796,PMC3087811__nihms286343f8.jpg,,413,602,test,test,1,static/imgs/validation/,Stuart
4667,GRB2,AKT1,"489.7493591309,48.8657684326,37.7547912598,31.5397796631",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4668,SGK1,CCND1,"196.797164917,114.1626281738,41.5246582031,46.871963501",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4669,FGFR2,AKT1,"553.8041992188,95.4583816528,37.3479614258,31.4080200195",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4670,FGFR4,RAP1A,"665.2410888672,55.1633987427,23.1931762695,51.2266387939",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4671,TSC2,PTEN,"360.8950195312,131.0588989258,27.6572265625,52.9468994141",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4672,SGK1,ITGB5,"250.9656829834,50.2691192627,40.7458648682,42.9290847778",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4673,KDR,CCND1,"157.2488708496,174.972366333,28.5984039307,23.0975341797",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4674,CDH1,YWHAZ,"9.2250766754,29.1955928802,26.3925991058,51.8096313477",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4675,HRAS,CALM1,"86.0875930786,28.3813457489,25.8235244751,53.1391677856",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4676,COL4A5,FGFR3,"165.6224517822,30.1925392151,17.3167419434,49.9016838074",activate_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4677,TSC2,LAMA2,"383.0727844238,54.7061195374,23.0355224609,52.7133140564",activate_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4678,PRKCI,PPP2R3A,"745.2890625,53.2672691345,13.9189453125,51.4519386292",activate_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
6251,TSC2,LAMA2,"377,38,39.999999999999936,83.99999999999999",activate_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
6252,SGK1,ITGB5,"233,38,72.99999999999999,68",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
6253,KDR,CCND1,"130,161,81.99999999999999,48.000000000000014",inhibit_relation,799,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,,221,776,test,test,1,static/imgs/validation/,Yijie
4987,RHPN2,RARgamma,"436.445892334,559.2733764648,156.8402404785,52.1730957031",inhibit_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
4988,NOGGIN,BMP4,"453.156036377,749.5112304688,149.6703796387,47.6782836914",inhibit_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
4989,BMP4,pSMAD1,"656.0289306641,804.2678833008,38.126159668,80.9780273438",activate_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
4991,RARgamma,NOGGIN,"356.8268127441,606.3706054688,38.9161682129,153.8703613281",activate_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
6358,SIRT1,RARgamma,"312,392,144,226",inhibit_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
6359,RAB3D,NOGGIN,"12,392,499,402",activate_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
6363,NOGGIN,Neural differentiation,"203,749.9999999999999,335.00000000000006,298.0000000000001",activate_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
6364,pSMAD1,Neural differentiation,"203,882,550.0000000000001,166.00000000000006",inhibit_relation,837,PMC5241026__nihms839270f8.jpg,,1050,755,test,test,1,static/imgs/validation/,Stuart
5030,CTF,GPCR,"57.4578170776,52.091217041,23.5627288818,49.2489318848",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
5031,HB-EGF,EGFR,"495.9961547852,66.7024765015,46.6535644531,41.8156890869",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6255,ADAM-10/12,HB-EGF,"255,59,234,90.99999999999999",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6547,GPCR,GAI/GBY,"39,127,142.00000000000003,145",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6653,GAI/GBY,CA2+,"66,235,246,42.999999999999986",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6654,GAI/GBY,PKC,"66,235,242,83.00000000000001",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6655,GAI/GBY,NAD(P)H OXIDASE,"66,235,342,128",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6656,CA2+,ADAM-10/12,"254,124,159.00000000000006,154",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6657,PKC,ADAM-10/12,"255,124,158.00000000000006,194",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6658,NAD(P)H OXIDASE,ADAM-10/12,"196,124,217.00000000000006,239",activate_relation,842,PMC4252843__nihms611316f5.jpg,,368,624,test,test,1,static/imgs/validation/,Yijie
6616,PTCH,SMO,"55,12,175,11.000000000000002",inhibit_relation,856,PMC5949124__IBJ-22-217-g001.jpg,,433,690,test,test,1,static/imgs/validation/,Yibo
6618,PTCH,SMO,"463,14,174.99999999999994,11.000000000000002",activate_relation,856,PMC5949124__IBJ-22-217-g001.jpg,,433,690,test,test,1,static/imgs/validation/,Yibo
6619,SMO,"GLI(GLI1,2,3)","509,15,128.99999999999997,176.99999999999997",activate_relation,856,PMC5949124__IBJ-22-217-g001.jpg,,433,690,test,test,1,static/imgs/validation/,Yibo
6620,"GLI(GLI1,2,3)",TARGET GENES,"506,150.99999999999997,92.00000000000003,195.00000000000003",activate_relation,856,PMC5949124__IBJ-22-217-g001.jpg,,433,690,test,test,1,static/imgs/validation/,Yibo
5183,NFkB,MMP-9,"381.3243103027,443.6965637207,40.5856933594,54.2304992676",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
5185,CYPA,NFkB,"307.2192993164,370.0458679199,55.4297790527,43.8041381836",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
5186,APOE4,LRP1,"409.6695556641,141.3744659424,87.5268249512,122.964553833",inhibit_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
5187,APOE2,LRP1,"224.0694580078,137.421875,147.7418518066,130.2588806152",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
5191,APOE3,LRP1,"375.9088134766,118.0366210938,25.8988647461,124.3306274414",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
6365,LRP1,CYPA,"258,271,103.99999999999997,105.99999999999997",inhibit_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
6366,MMP-9,basement membrane degradation,"251,504,198,182.00",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
6367,MMP-9,tight juction degradation,"365,504,231,190.00",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
6368,basement membrane degradation,BBB breakdown,"251,581,238,225.00",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
6369,tight juction degradation,BBB breakdown,"324,581,272.00000000000006,224.99999999999986",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
6370,BBB breakdown,Neuronal dysfunction,"324,724,165.00000000000003,194.99999999999997",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
